nct,interv,int_type,intervn,cnt1_int,cnt2_int_type
NCT00032487,Drug: Insulin,Drug, Insulin,4,4
NCT00032487,Drug: Glimepiride,Drug, Glimepiride,4,4
NCT00032487,Drug: Rosiglitazone,Drug, Rosiglitazone,4,4
NCT00032487,Drug: Metformin,Drug, Metformin,4,4
NCT00033371,Drug: Celecoxib,Drug, Celecoxib,5,2
NCT00033371,Other: Placebo,Other, Placebo,5,3
NCT00033371,Drug: eflornithine,Drug, eflornithine,5,2
NCT00033371,Other: Laboratory biomarker analysis,Other, Laboratory biomarker analysis,5,3
NCT00033371,Other: Questionnaire administration,Other, Questionnaire administration,5,3
NCT00033540,Drug: capecitabine,Drug, capecitabine,2,2
NCT00033540,Drug: gemcitabine hydrochloride,Drug, gemcitabine hydrochloride,2,2
NCT00033657,Drug: cisplatin,Drug, cisplatin,5,3
NCT00033657,Drug: irinotecan hydrochloride,Drug, irinotecan hydrochloride,5,3
NCT00033657,Drug: paclitaxel,Drug, paclitaxel,5,3
NCT00033657,Procedure: conventional surgery,Procedure, conventional surgery,5,1
NCT00033657,Radiation: radiation therapy,Radiation, radiation therapy,5,1
NCT00033917,Drug: indomethacin,Drug, indomethacin,2,2
NCT00033917,Drug: placebo,Drug, placebo,2,2
NCT00035555,Drug: Belatacept,Drug, Belatacept,4,4
NCT00035555,Drug: Cyclosporine,Drug, Cyclosporine,4,4
NCT00035555,Drug: Mycophenolate mofetil (MMF),Drug, Mycophenolate mofetil (MMF),4,4
NCT00035555,Drug: Corticosteroids,Drug, Corticosteroids,4,4
NCT00035815,"Drug: Insulin like growth factor, type 1",Drug," Insulin like growth factor, type 1",2,2
NCT00035815,Drug: Placebo,Drug, Placebo,2,2
NCT00035932,Drug: Atazanavir + ritonavir + tenofovir + nucleoside,Drug, Atazanavir + ritonavir + tenofovir + nucleoside,3,3
NCT00035932,Drug: Atazanavir + saquinavir + tenofovir + nucleoside,Drug, Atazanavir + saquinavir + tenofovir + nucleoside,3,3
NCT00035932,Drug: Lopinavir/ritonavir + tenofovir + nucleoside,Drug, Lopinavir/ritonavir + tenofovir + nucleoside,3,3
NCT00036270,Drug: exemestane (Aromasin),Drug, exemestane (Aromasin),2,2
NCT00036270,Drug: tamoxifen + exemestane,Drug, tamoxifen + exemestane,2,2
NCT00037830,Drug: GM1 ganglioside,Drug, GM1 ganglioside,2,2
NCT00037830,Drug: Placebo,Drug, Placebo,2,2
NCT00038103,Drug: Exemestane,Drug, Exemestane,2,2
NCT00038103,Drug: Celecoxib + Exemestane,Drug, Celecoxib + Exemestane,2,2
NCT00038467,Drug: Tamoxifen,Drug, Tamoxifen,2,2
NCT00038467,Drug: Exemestane,Drug, Exemestane,2,2
NCT00038610,Drug: Imatinib Mesylate,Drug, Imatinib Mesylate,9,9
NCT00038610,Drug: Cyclophosphamide,Drug, Cyclophosphamide,9,9
NCT00038610,Drug: Doxorubicin,Drug, Doxorubicin,9,9
NCT00038610,Drug: Vincristine,Drug, Vincristine,9,9
NCT00038610,Drug: Dexamethasone,Drug, Dexamethasone,9,9
NCT00038610,Drug: Methotrexate,Drug, Methotrexate,9,9
NCT00038610,Drug: Cytarabine,Drug, Cytarabine,9,9
NCT00038610,Drug: Mesna,Drug, Mesna,9,9
NCT00038610,Drug: G-CSF,Drug, G-CSF,9,9
NCT00038857,Procedure: Megadose of CD34 Selected Progenitor Cells,Procedure, Megadose of CD34 Selected Progenitor Cells,5,1
NCT00038857,Drug: Melphalan,Drug, Melphalan,5,4
NCT00038857,Drug: Thiotepa,Drug, Thiotepa,5,4
NCT00038857,Drug: Fludarabine,Drug, Fludarabine,5,4
NCT00038857,Drug: Rabbit ATG,Drug, Rabbit ATG,5,4
NCT00038948,Drug: Sirolimus,Drug, Sirolimus,3,3
NCT00038948,Drug: tacrolimus,Drug, tacrolimus,3,3
NCT00038948,Drug: Cyclosporine A,Drug, Cyclosporine A,3,3
NCT00039130,Biological: filgrastim,Biological, filgrastim,13,2
NCT00039130,Biological: rituximab,Biological, rituximab,13,2
NCT00039130,Drug: cyclophosphamide,Drug, cyclophosphamide,13,11
NCT00039130,Drug: cytarabine,Drug, cytarabine,13,11
NCT00039130,Drug: dexamethasone,Drug, dexamethasone,13,11
NCT00039130,Drug: doxorubicin hydrochloride,Drug, doxorubicin hydrochloride,13,11
NCT00039130,Drug: etoposide,Drug, etoposide,13,11
NCT00039130,Drug: ifosfamide,Drug, ifosfamide,13,11
NCT00039130,Drug: leucovorin calcium,Drug, leucovorin calcium,13,11
NCT00039130,Drug: methotrexate,Drug, methotrexate,13,11
NCT00039130,Drug: prednisone,Drug, prednisone,13,11
NCT00039130,Drug: vincristine sulfate,Drug, vincristine sulfate,13,11
NCT00039130,Drug: Allopurinol,Drug, Allopurinol,13,11
NCT00039377,Drug: imatinib mesylate,Drug, imatinib mesylate,14,8
NCT00039377,Drug: methotrexate,Drug, methotrexate,14,8
NCT00039377,Drug: vincristine sulfate,Drug, vincristine sulfate,14,8
NCT00039377,Drug: leucovorin calcium,Drug, leucovorin calcium,14,8
NCT00039377,Procedure: peripheral blood stem cell transplantation,Procedure, peripheral blood stem cell transplantation,14,3
NCT00039377,Procedure: autologous hematopoietic stem cell transplantation,Procedure, autologous hematopoietic stem cell transplantation,14,3
NCT00039377,Procedure: allogeneic hematopoietic stem cell transplantation,Procedure, allogeneic hematopoietic stem cell transplantation,14,3
NCT00039377,Radiation: total-body irradiation,Radiation, total-body irradiation,14,1
NCT00039377,Drug: tacrolimus,Drug, tacrolimus,14,8
NCT00039377,Biological: filgrastim,Biological, filgrastim,14,1
NCT00039377,Drug: etoposide,Drug, etoposide,14,8
NCT00039377,Drug: cyclophosphamide,Drug, cyclophosphamide,14,8
NCT00039377,Drug: cytarabine,Drug, cytarabine,14,8
NCT00039377,Other: laboratory biomarker analysis,Other, laboratory biomarker analysis,14,1
NCT00039741,"Drug: NRTIs (ABC, FTC, FTC/TDF, 3TC, 3TC/AZT, d4T, TDF, ddC, AZT)",Drug," NRTIs (ABC, FTC, FTC/TDF, 3TC, 3TC/AZT, d4T, TDF, ddC, AZT)",3,3
NCT00039741,"Drug: NNRTIs (EFV, NVP)",Drug," NNRTIs (EFV, NVP)",3,3
NCT00039741,"Drug: PIs (AMP, IDV, LPV/r, NFV, SQV, RTV)",Drug," PIs (AMP, IDV, LPV/r, NFV, SQV, RTV)",3,3
NCT00039871,Biological: PegIntron (peginterferon alfa-2b; SCH 54031),Biological, PegIntron (peginterferon alfa-2b; SCH 54031),2,1
NCT00039871,Drug: REBETOL (ribavirin; SCH 18908),Drug, REBETOL (ribavirin; SCH 18908),2,1
NCT00040365,Drug: Amifostine trihydrate,Drug, Amifostine trihydrate,2,1
NCT00040365,Radiation: Radiation therapy,Radiation, Radiation therapy,2,1
NCT00040664,Drug: ritonavir,Drug, ritonavir,2,2
NCT00040664,Drug: fosamprenavir,Drug, fosamprenavir,2,2
NCT00040937,Biological: filgrastim,Biological, filgrastim,8,2
NCT00040937,Biological: sargramostim,Biological, sargramostim,8,2
NCT00040937,Drug: cyclophosphamide,Drug, cyclophosphamide,8,5
NCT00040937,Drug: dexamethasone,Drug, dexamethasone,8,5
NCT00040937,Drug: melphalan,Drug, melphalan,8,5
NCT00040937,Drug: prednisone,Drug, prednisone,8,5
NCT00040937,Drug: thalidomide,Drug, thalidomide,8,5
NCT00040937,Procedure: peripheral blood stem cell transplantation,Procedure, peripheral blood stem cell transplantation,8,1
NCT00041067,Biological: filgrastim,Biological, filgrastim,4,2
NCT00041067,Biological: trastuzumab,Biological, trastuzumab,4,2
NCT00041067,Drug: docetaxel,Drug, docetaxel,4,2
NCT00041067,Drug: vinorelbine,Drug, vinorelbine,4,2
NCT00041080,Drug: tamoxifen citrate,Drug, tamoxifen citrate,3,2
NCT00041080,Drug: thalidomide,Drug, thalidomide,3,2
NCT00041080,Other: laboratory biomarker analysis,Other, laboratory biomarker analysis,3,1
NCT00041132,Biological: filgrastim,Biological, filgrastim,9,2
NCT00041132,Biological: rituximab,Biological, rituximab,9,2
NCT00041132,Drug: cyclophosphamide,Drug, cyclophosphamide,9,7
NCT00041132,Drug: cytarabine,Drug, cytarabine,9,7
NCT00041132,Drug: dexamethasone,Drug, dexamethasone,9,7
NCT00041132,Drug: doxorubicin,Drug, doxorubicin,9,7
NCT00041132,Drug: leucovorin,Drug, leucovorin,9,7
NCT00041132,Drug: methotrexate,Drug, methotrexate,9,7
NCT00041132,Drug: vincristine,Drug, vincristine,9,7
NCT00041392,Drug: Magnesium,Drug, Magnesium,2,2
NCT00041392,Drug: 0.9% saline,Drug, 0.9% saline,2,2
NCT00041717,Drug: Fampridine-SR,Drug, Fampridine-SR,2,1
NCT00041717,Other: Placebo,Other, Placebo,2,1
NCT00041756,Drug: PG-530742,Drug, PG-530742,5,5
NCT00041756,Drug: Placebo,Drug, Placebo,5,5
NCT00041756,Drug: 50 mg PG-530742,Drug, 50 mg PG-530742,5,5
NCT00041756,Drug: 100 mg PG-530742,Drug, 100 mg PG-530742,5,5
NCT00041756,Drug: 200 mg PG-530742,Drug, 200 mg PG-530742,5,5
NCT00041938,Drug: aspirin,Drug, aspirin,2,2
NCT00041938,Drug: Warfarin,Drug, Warfarin,2,2
NCT00042224,Procedure: Electroconvulsive Therapy (ECT),Procedure, Electroconvulsive Therapy (ECT),2,1
NCT00042224,Drug: Clozapine,Drug, Clozapine,2,1
NCT00042432,Drug: cinacalcet (AMG 073),Drug, cinacalcet (AMG 073),1,1
NCT00042939,Biological: cetuximab,Biological, cetuximab,3,1
NCT00042939,Drug: docetaxel,Drug, docetaxel,3,2
NCT00042939,Drug: irinotecan hydrochloride,Drug, irinotecan hydrochloride,3,2
NCT00042991,Drug: gefitinib,Drug, gefitinib,4,1
NCT00042991,Radiation: radiation therapy,Radiation, radiation therapy,4,1
NCT00042991,Other: pharmacological study,Other, pharmacological study,4,2
NCT00042991,Other: laboratory biomarker analysis,Other, laboratory biomarker analysis,4,2
NCT00043186,Drug: Placebo,Drug, Placebo,3,3
NCT00043186,Drug: Denosumab,Drug, Denosumab,3,3
NCT00043186,Drug: Alendronate,Drug, Alendronate,3,3
NCT00043979,Drug: F-18 Fluorodeoxyglucose,Drug, F-18 Fluorodeoxyglucose,15,12
NCT00043979,Biological: therapeutic allogeneic lymphocytes,Biological, therapeutic allogeneic lymphocytes,15,1
NCT00043979,Drug: cyclophosphamide,Drug, cyclophosphamide,15,12
NCT00043979,Drug: cyclosporine,Drug, cyclosporine,15,12
NCT00043979,Drug: doxorubicin hydrochloride,Drug, doxorubicin hydrochloride,15,12
NCT00043979,Drug: etoposide,Drug, etoposide,15,12
NCT00043979,Drug: fludarabine phosphate,Drug, fludarabine phosphate,15,12
NCT00043979,Drug: melphalan,Drug, melphalan,15,12
NCT00043979,Drug: prednisone,Drug, prednisone,15,12
NCT00043979,Drug: sirolimus,Drug, sirolimus,15,12
NCT00043979,Drug: tacrolimus,Drug, tacrolimus,15,12
NCT00043979,Drug: vincristine sulfate,Drug, vincristine sulfate,15,12
NCT00043979,Procedure: peripheral blood stem cell transplantation,Procedure, peripheral blood stem cell transplantation,15,2
NCT00043979,Drug: Filgrastim,Drug, Filgrastim,15,12
NCT00043979,Procedure: Peripheral Blood Stem Cell donation,Procedure, Peripheral Blood Stem Cell donation,15,2
NCT00044005,Drug: Lurasidone 20 mg,Drug, Lurasidone 20 mg,3,3
NCT00044005,Drug: Lurasidone 40 mg,Drug, Lurasidone 40 mg,3,3
NCT00044005,Drug: Lurasidone 80mg,Drug, Lurasidone 80mg,3,3
NCT00044044,Drug: Lurasidone 20 mg,Drug, Lurasidone 20 mg,5,5
NCT00044044,Drug: Lurasidone 40mg,Drug, Lurasidone 40mg,5,5
NCT00044044,Drug: Lurasidone 80 mg,Drug, Lurasidone 80 mg,5,5
NCT00044044,Drug: Haloperidol 10mg,Drug, Haloperidol 10mg,5,5
NCT00044044,Drug: Placebo,Drug, Placebo,5,5
NCT00044213,Drug: EDTA,Drug, EDTA,4,2
NCT00044213,Drug: EDTA Placebo,Drug, EDTA Placebo,4,2
NCT00044213,Dietary Supplement: High Dose Vitamin,Dietary Supplement, High Dose Vitamin,4,2
NCT00044213,Dietary Supplement: High Dose Vitamin Placebo,Dietary Supplement, High Dose Vitamin Placebo,4,2
NCT00044512,"Drug: Sorafenib (Nexavar, BAY43-9006)",Drug," Sorafenib (Nexavar, BAY43-9006)",1,1
NCT00044655,Drug: Risperidone,Drug, Risperidone,5,5
NCT00044655,Drug: Olanzapine,Drug, Olanzapine,5,5
NCT00044655,Drug: Ziprasidone,Drug, Ziprasidone,5,5
NCT00044655,Drug: Quetiapine,Drug, Quetiapine,5,5
NCT00044655,Drug: Aripiprazole,Drug, Aripiprazole,5,5
NCT00045162,Drug: cisplatin,Drug, cisplatin,3,3
NCT00045162,Drug: etoposide,Drug, etoposide,3,3
NCT00045162,Drug: irinotecan hydrochloride,Drug, irinotecan hydrochloride,3,3
NCT00045305,Drug: Cyclosporine,Drug, Cyclosporine,8,5
NCT00045305,Drug: Methotrexate,Drug, Methotrexate,8,5
NCT00045305,Drug: Photopheresis,Drug, Photopheresis,8,5
NCT00045305,Drug: Mycofenolate mofetil,Drug, Mycofenolate mofetil,8,5
NCT00045305,Drug: Pentostatin,Drug, Pentostatin,8,5
NCT00045305,Procedure: allogeneic bone marrow,Procedure, allogeneic bone marrow,8,2
NCT00045305,Procedure: peripheral blood stem cell,Procedure, peripheral blood stem cell,8,2
NCT00045305,Radiation: Total body irradiation,Radiation, Total body irradiation,8,1
NCT00045487,Drug: OSI-774,Drug, OSI-774,1,1
NCT00045630,Drug: carboplatin,Drug, carboplatin,4,3
NCT00045630,Drug: gemcitabine,Drug, gemcitabine,4,3
NCT00045630,Drug: paclitaxel,Drug, paclitaxel,4,3
NCT00045630,Procedure: surgery,Procedure, surgery,4,1
NCT00046228,"Drug: abciximab placebo; reteplase placebo, abciximab, abciximab",Drug," abciximab placebo; reteplase placebo, abciximab, abciximab",6,6
NCT00046228,Drug: Abciximab; reteplase; abciximab placebo; abciximab,Drug, Abciximab; reteplase; abciximab placebo; abciximab,6,6
NCT00046228,Drug: abciximab; reteplase placebo; abciximab placebo; abciximab,Drug, abciximab; reteplase placebo; abciximab placebo; abciximab,6,6
NCT00046228,"Drug: abciximab placebo; reteplase placebo, abciximab, abciximab",Drug," abciximab placebo; reteplase placebo, abciximab, abciximab",6,6
NCT00046228,Drug: abciximab; reteplase placebo; abciximab placebo; abciximab,Drug, abciximab; reteplase placebo; abciximab placebo; abciximab,6,6
NCT00046228,Drug: Abciximab; reteplase; abciximab placebo; abciximab,Drug, Abciximab; reteplase; abciximab placebo; abciximab,6,6
NCT00046475,Drug: Midodrine Hydrochloride,Drug, Midodrine Hydrochloride,1,1
NCT00046839,Drug: celecoxib,Drug, celecoxib,2,1
NCT00046839,Radiation: radiation therapy,Radiation, radiation therapy,2,1
NCT00046891,Drug: Ginkgo Biloba,Drug, Ginkgo Biloba,2,1
NCT00046891,Other: Placebo,Other, Placebo,2,1
NCT00046930,Biological: filgrastim,Biological, filgrastim,6,2
NCT00046930,Biological: sargramostim,Biological, sargramostim,6,2
NCT00046930,Drug: cytarabine,Drug, cytarabine,6,4
NCT00046930,Drug: daunorubicin hydrochloride,Drug, daunorubicin hydrochloride,6,4
NCT00046930,Drug: zosuquidar trihydrochloride,Drug, zosuquidar trihydrochloride,6,4
NCT00046930,Drug: Placebo,Drug, Placebo,6,4
NCT00047008,Drug: cisplatin,Drug, cisplatin,4,1
NCT00047008,Radiation: Standard fractionation RT,Radiation, Standard fractionation RT,4,2
NCT00047008,Radiation: Accelerated fractionation radiation therapy,Radiation, Accelerated fractionation radiation therapy,4,2
NCT00047008,Procedure: Conventional surgery for select patients,Procedure, Conventional surgery for select patients,4,1
NCT00047320,Drug: carboplatin,Drug, carboplatin,9,4
NCT00047320,Drug: etoposide,Drug, etoposide,9,4
NCT00047320,Drug: ifosfamide,Drug, ifosfamide,9,4
NCT00047320,Drug: thiotepa,Drug, thiotepa,9,4
NCT00047320,Procedure: adjuvant therapy,Procedure, adjuvant therapy,9,4
NCT00047320,Procedure: conventional surgery,Procedure, conventional surgery,9,4
NCT00047320,Procedure: neoadjuvant therapy,Procedure, neoadjuvant therapy,9,4
NCT00047320,Procedure: peripheral blood stem cell transplantation,Procedure, peripheral blood stem cell transplantation,9,4
NCT00047320,Radiation: radiation therapy,Radiation, radiation therapy,9,1
NCT00047879,Biological: PEG-interferon alfa-2b,Biological, PEG-interferon alfa-2b,2,1
NCT00047879,Drug: Thalidomide,Drug, Thalidomide,2,1
NCT00048074,Drug: ibandronate [Bonviva/Boniva],Drug, ibandronate [Bonviva/Boniva],3,3
NCT00048074,Drug: ibandronate [Bonviva/Boniva],Drug, ibandronate [Bonviva/Boniva],3,3
NCT00048074,Drug: ibandronate [Bonviva/Boniva],Drug, ibandronate [Bonviva/Boniva],3,3
NCT00048347,Drug: AVONEX,Drug, AVONEX,1,1
NCT00048542,Biological: Double-Blind Adalimumab/Placebo + MTX,Biological, Double-Blind Adalimumab/Placebo + MTX,4,2
NCT00048542,Biological: Double-Blind Adalimumab/Placebo,Biological, Double-Blind Adalimumab/Placebo,4,2
NCT00048542,Drug: OLE BSA Adalimumab +/- MTX,Drug, OLE BSA Adalimumab +/- MTX,4,2
NCT00048542,Drug: OLE FD Adalimumab +/- MTX,Drug, OLE FD Adalimumab +/- MTX,4,2
NCT00048568,Drug: Abatacept,Drug, Abatacept,3,3
NCT00048568,Drug: Methotrexate,Drug, Methotrexate,3,3
NCT00048568,Drug: Placebo,Drug, Placebo,3,3
NCT00048581,Drug: Abatacept,Drug, Abatacept,3,3
NCT00048581,Drug: Placebo,Drug, Placebo,3,3
NCT00048581,Drug: Abatacept,Drug, Abatacept,3,3
NCT00048737,Drug: Zevalin Radioimmunotherapy,Drug, Zevalin Radioimmunotherapy,5,4
NCT00048737,Drug: Rituximab,Drug, Rituximab,5,4
NCT00048737,Drug: Fludarabine,Drug, Fludarabine,5,4
NCT00048737,Drug: Cyclophosphamide,Drug, Cyclophosphamide,5,4
NCT00048737,Procedure: Allogeneic Stem Cell Transplantation,Procedure, Allogeneic Stem Cell Transplantation,5,1
NCT00048893,Biological: recombinant fowlpox-CEA(6D)/TRICOM vaccine,Biological, recombinant fowlpox-CEA(6D)/TRICOM vaccine,9,4
NCT00048893,Biological: recombinant vaccinia-CEA(6D)/TRICOM vaccine,Biological, recombinant vaccinia-CEA(6D)/TRICOM vaccine,9,4
NCT00048893,Biological: filgrastim,Biological, filgrastim,9,4
NCT00048893,Biological: sargramostim,Biological, sargramostim,9,4
NCT00048893,Drug: cyclophosphamide,Drug, cyclophosphamide,9,5
NCT00048893,Drug: doxorubicin hydrochloride,Drug, doxorubicin hydrochloride,9,5
NCT00048893,Drug: fludarabine phosphate,Drug, fludarabine phosphate,9,5
NCT00048893,Drug: paclitaxel,Drug, paclitaxel,9,5
NCT00048893,Drug: Mesna,Drug, Mesna,9,5
NCT00048932,Drug: Double-blind Abatacept,Drug, Double-blind Abatacept,3,3
NCT00048932,Drug: Double-blind Placebo,Drug, Double-blind Placebo,3,3
NCT00048932,Drug: Open-label Abatacept,Drug, Open-label Abatacept,3,3
NCT00049036,Biological: rituximab,Biological, rituximab,7,1
NCT00049036,Drug: etoposide,Drug, etoposide,7,5
NCT00049036,Drug: doxorubicin hydrochloride,Drug, doxorubicin hydrochloride,7,5
NCT00049036,Drug: vincristine sulfate,Drug, vincristine sulfate,7,5
NCT00049036,Drug: prednisone,Drug, prednisone,7,5
NCT00049036,Drug: cyclophosphamide,Drug, cyclophosphamide,7,5
NCT00049036,Other: laboratory biomarker analysis,Other, laboratory biomarker analysis,7,1
NCT00049127,Drug: imatinib mesylate,Drug, imatinib mesylate,3,1
NCT00049127,Other: laboratory biomarker analysis,Other, laboratory biomarker analysis,3,2
NCT00049127,Other: pharmacological study,Other, pharmacological study,3,2
NCT00049257,Drug: carboplatin,Drug, carboplatin,2,2
NCT00049257,Drug: paclitaxel,Drug, paclitaxel,2,2
NCT00049517,Biological: sargramostim,Biological, sargramostim,8,1
NCT00049517,Drug: busulfan,Drug, busulfan,8,5
NCT00049517,Drug: cyclophosphamide,Drug, cyclophosphamide,8,5
NCT00049517,Drug: cytarabine,Drug, cytarabine,8,5
NCT00049517,Drug: gemtuzumab ozogamicin (GO),Drug, gemtuzumab ozogamicin (GO),8,5
NCT00049517,Drug: Daunorubicin,Drug, Daunorubicin,8,5
NCT00049517,Procedure: Autologous HCT,Procedure, Autologous HCT,8,2
NCT00049517,Procedure: Allogeneic HCT,Procedure, Allogeneic HCT,8,2
NCT00049543,Drug: gefitinib,Drug, gefitinib,3,1
NCT00049543,Other: placebo,Other, placebo,3,2
NCT00049543,Other: laboratory biomarker analysis,Other, laboratory biomarker analysis,3,2
NCT00050011,Drug: Zoledronic Acid,Drug, Zoledronic Acid,2,2
NCT00050011,Drug: Letrozole,Drug, Letrozole,2,2
NCT00050089,Other: No Antiretroviral Drug-Free Period (No ARDFP) vs ARDFP,Other, No Antiretroviral Drug-Free Period (No ARDFP) vs ARDFP,8,4
NCT00050089,Drug: Standard ART vs Mega ART,Drug, Standard ART vs Mega ART,8,4
NCT00050089,Other: No Antiretroviral Drug-Free Period (No ARDFP) vs ARDFP,Other, No Antiretroviral Drug-Free Period (No ARDFP) vs ARDFP,8,4
NCT00050089,Drug: Standard ART vs Mega ART,Drug, Standard ART vs Mega ART,8,4
NCT00050089,Other: No Antiretroviral Drug-Free Period (No ARDFP) vs ARDFP,Other, No Antiretroviral Drug-Free Period (No ARDFP) vs ARDFP,8,4
NCT00050089,Drug: Standard ART vs Mega ART,Drug, Standard ART vs Mega ART,8,4
NCT00050089,Other: No Antiretroviral Drug-Free Period (No ARDFP) vs ARDFP,Other, No Antiretroviral Drug-Free Period (No ARDFP) vs ARDFP,8,4
NCT00050089,Drug: Standard ART vs Mega ART,Drug, Standard ART vs Mega ART,8,4
NCT00050167,Drug: Paclitaxel,Drug, Paclitaxel,3,3
NCT00050167,Drug: Docetaxel,Drug, Docetaxel,3,3
NCT00050167,Drug: Capecitabine,Drug, Capecitabine,3,3
NCT00050960,Drug: bexarotene with carboplatin and paclitaxel,Drug, bexarotene with carboplatin and paclitaxel,2,2
NCT00050960,Drug: carboplatin and paclitaxel,Drug, carboplatin and paclitaxel,2,2
NCT00050986,Drug: Temozolomide,Drug, Temozolomide,2,2
NCT00050986,Drug: R115777,Drug, R115777,2,2
NCT00051025,Drug: ONTAK,Drug, ONTAK,1,1
NCT00051168,Drug: Travatan,Drug, Travatan,1,1
